,loss,acc,f1,kappa
0,1.0584572289693863,0.5859668586827531,0.6176218309907525,0.39674818876543316
1,0.9371100606277902,0.7042093397695807,0.6960696900725378,0.5683220703758558
2,0.899582270295062,0.6936494851414161,0.688090627414936,0.5514889934002589
3,0.8830733306785213,0.683133282238924,0.6627151680955428,0.553999069694549
4,0.8664697542628075,0.7042502874060522,0.6839891954375655,0.5780480119496865
5,0.855965883807933,0.6897571418858781,0.6733908415761876,0.5629036827933649
6,0.8470513781413753,0.6388816350623022,0.6188436662377896,0.4994934279092088
7,0.8392483952673192,0.7323782232743276,0.7215975187952085,0.6091107475506701
8,0.8194897620681119,0.7167597903481012,0.701625602375241,0.5943752291834686
9,0.8121314353527541,0.6991592600375791,0.6882716611703807,0.5702507944965114
10,0.7861366153873027,0.7428225746637658,0.7244693409359899,0.6308178531544493
11,0.776754748948077,0.7051213904272152,0.6849800433309015,0.5843969575188006
12,0.7673826565609333,0.7292472742780854,0.7103586909869536,0.612674084459403
13,0.7580183556580797,0.7471128053303007,0.7339686156181938,0.6330108138624946
14,0.7521783122594686,0.7425197166732594,0.7262399153573902,0.6280707476889384
15,0.7413066964437987,0.7476887763301029,0.7285783397587965,0.6371387418032515
16,0.7349332762842483,0.7484663951246044,0.7345218588581269,0.6349054900174772
17,0.7292958066818562,0.7162579886520966,0.7038344859956497,0.591548901973759
18,0.719519047898815,0.7384187722507911,0.7206395251816322,0.6246518933885317
19,0.711058550256681,0.6967850697191456,0.678323039730116,0.5697983528879785
20,0.6952881708027835,0.7509912418413766,0.7367929794366188,0.6392424061224087
21,0.6869436192940525,0.7354693835294699,0.7211347803628626,0.6164883579869195
22,0.6825386699923175,0.755035400390625,0.7431874546016215,0.6430886505159684
23,0.6768390579902112,0.7510766138004351,0.735901304428642,0.6403214845299748
24,0.6683477186696961,0.749936260754549,0.731353872695217,0.6405866632506045
25,0.6697483808594815,0.766167363034019,0.7563620392002208,0.6572070119116479
26,0.6629385721096968,0.7575250939477848,0.747036677736273,0.645963664765659
27,0.6576479390818388,0.7464615061313291,0.7323992584445774,0.6318540655352057
28,0.6554072123972026,0.7566601717019383,0.7416738771603975,0.6481449233311146
29,0.6444507415228068,0.763115605221519,0.7503108681429417,0.6555463695937996
30,0.6393913463788464,0.7571581104133702,0.7457362434889964,0.6455628027384444
31,0.63412886251636,0.7565265124357199,0.7438784218992305,0.6459304277995481
32,0.6343629325323916,0.7677643208564082,0.7587188717759104,0.6591523225001957
33,0.6278864177776143,0.7595632046083861,0.7485273005775144,0.6490081467674402
34,0.6262763832557074,0.7487962940071202,0.7351737483842595,0.6351590469249959
35,0.6256395832021185,0.7566617168957674,0.7447602582300297,0.6457794377662487
36,0.6269985144125655,0.7633021873763844,0.7514703146710764,0.6554825182527052
37,0.6207997173942784,0.7595979714695411,0.7474604327140297,0.6496114761168647
38,0.619852835906947,0.746487774426424,0.735686937171612,0.6296758517436959
39,0.6186585986313033,0.7623507342761076,0.7496230930789779,0.6546569202937179
40,0.6128322121469264,0.7586237267602848,0.7475450531634803,0.6471678426330421
41,0.6077415657804367,0.7597181102897548,0.7481605886033873,0.6494669379160527
42,0.6089449925150009,0.7585986173605617,0.7482690797769977,0.6471572608083509
43,0.6070763078775812,0.7516630148585839,0.741919346339949,0.6364217430268199
44,0.6110822879015765,0.7568158499802216,0.7455276421797381,0.6448539988707489
45,0.6056600011330335,0.7616874598249604,0.7533399046568672,0.6497526981911239
46,0.604934165769435,0.758094111575356,0.747416072035642,0.6463315242023793
47,0.6102938746359754,0.7558709639537183,0.7436248056225678,0.6447282054697838
48,0.6010512747663133,0.7630089868473101,0.7529551740534295,0.6529869931071857
49,0.6057245236365719,0.7642030353787579,0.7560778276717895,0.6532760297798021
50,0.5957163247735576,0.760284423828125,0.7514301159917657,0.6483023698376174
51,0.6025259316839436,0.7661994258059731,0.755772177052381,0.6582595682373987
52,0.5982599667015862,0.7640604912480221,0.7541284086250181,0.6547730773147278
53,0.5964008494418986,0.7550848465931567,0.7441895289351286,0.6423166355768921
54,0.5948022478359177,0.7657632948477057,0.7571571630121183,0.6564262532556486
55,0.5949021347976745,0.7562993689428402,0.7469294497442566,0.642368167918894
56,0.5932278174193616,0.7595867688142801,0.7497041765605796,0.6478125309206908
57,0.594590928445154,0.7598652900019779,0.7502045661055422,0.6485709604053247
58,0.5930781627192776,0.7585650093947784,0.7470665251142089,0.6479825501217957
59,0.5955187136188467,0.7584950893740111,0.7475313367318034,0.6471370747110641
60,0.5938525252995339,0.7561803890179984,0.745681728357047,0.6438068488067348
61,0.5918014997101211,0.7498250067988529,0.7417490893312683,0.6327541819678945
62,0.5945778995197504,0.7492339701592168,0.7361846815425974,0.6356441857736594
63,0.5913073260416376,0.7589853021162974,0.7492930987115359,0.6469736258303247
64,0.5928069740296045,0.7564206666584257,0.7470804323039898,0.6428443198321763
65,0.5917917621183268,0.7564921318730221,0.7454687438519811,0.6443507354261402
66,0.5899769421270553,0.7572882929934731,0.7460809702444483,0.6455776156436956
67,0.5855694710812036,0.7592282838459257,0.7483693146972002,0.6481882426396237
68,0.5879837370061494,0.7529320052907437,0.7405252692752055,0.6408172323252241
69,0.59380741682934,0.7686327197883702,0.7608003101714343,0.659284277713188
70,0.5896443125811663,0.757920663568038,0.7485568356395523,0.6452393316005574
71,0.595016729799991,0.7580249641515031,0.7502542432914182,0.644081068974834
72,0.585244514761453,0.7575015297418908,0.7483344030980089,0.644387493811406
73,0.5892814180239084,0.7525762244115902,0.7432961817369174,0.6376880499615707
74,0.5839918985804344,0.7572817259196993,0.7504574013426817,0.6417358735639582
75,0.5874541804115189,0.7598757200603243,0.7502963995424317,0.6481997493690623
76,0.5893878796078423,0.7462467241890823,0.7341689633195478,0.6309593586190442
77,0.5869194997197136,0.7655840523635284,0.7572400318264215,0.655380282280409
78,0.5890090545599765,0.7690777356111551,0.7612775797394463,0.6599744179173744
79,0.5844149426656201,0.7547240438340586,0.7429202887184475,0.6430028184322452
80,0.5913999560586316,0.7566953248615507,0.7450975514878782,0.6451042047054981
81,0.5870453547686338,0.765845576419106,0.757346110892245,0.6558204612209344
82,0.5834087922059475,0.7608870494214794,0.7501103223338262,0.6506149557446812
83,0.5896684469536264,0.7583567945263053,0.7496162282359973,0.6450714592762321
