,loss,acc,f1,kappa
0,1.2518667088861162,0.4978100740456883,0.498388879277904,0.2739963733732955
1,1.0953282831197089,0.5181880902640427,0.5411417246608003,0.2854075239922109
2,1.0297407715561542,0.5375972699515427,0.5544551059493175,0.3246982082598845
3,0.9837733023661248,0.5902165280112738,0.596884362601893,0.4006747267660783
4,0.948769311876373,0.6089840659612342,0.6132571589584774,0.4274223755857969
5,0.9241133352067876,0.6155824299100079,0.6239264411457894,0.43595182149033407
6,0.9029997145717449,0.6235730134988133,0.6319368017971271,0.448567031999335
7,0.890386432171502,0.6580489919155459,0.6516184594052662,0.5012888888199987
8,0.8750979623737487,0.689629277096519,0.688680842146289,0.5390196151536497
9,0.8649056353309053,0.6584059316900712,0.6444495821320202,0.508685231572484
10,0.8516865897368877,0.7013654105270966,0.6965034568899332,0.5599047586722989
11,0.8446192172692811,0.6832738948773734,0.6769946658014715,0.5371138946254823
12,0.8304900792526438,0.6919207995450949,0.6861552530393902,0.5492467247384611
13,0.8233886294146168,0.6927428426621836,0.6843331246295017,0.5528989785155372
14,0.8153922025986174,0.7164043957674051,0.7084891292628701,0.5838336865473659
15,0.8104621915820431,0.7116598781151108,0.7023217338974513,0.5790852037257102
16,0.797278082632321,0.6986238503757911,0.7000416231132256,0.5509210274406282
17,0.7981010455875954,0.704213975351068,0.6916396512876777,0.5716812828001698
18,0.7835918674839938,0.7165921368176424,0.707397244460333,0.5876104643937833
19,0.7860071623024154,0.70166015625,0.6932742353632697,0.5665864213571081
20,0.7797993589985244,0.7046783060967168,0.6900376042237254,0.574068471653195
21,0.7724928664479483,0.7076300126087817,0.6921668222407247,0.5781735209183045
22,0.7650880245293709,0.7128280446499209,0.7023742384639318,0.5825306203001526
23,0.758708770565213,0.6975487817691851,0.6848317043720162,0.5630419444262046
24,0.7567852486242005,0.7045303537875791,0.6931643582117593,0.5714559671819146
25,0.7493505427970532,0.7164476611946202,0.7111263396651436,0.5833950453627988
26,0.7488887549001486,0.7533101914804193,0.7450482051197745,0.6369988472139744
27,0.7444296406304582,0.7424930620797073,0.7318467914971182,0.6238100818092283
28,0.7392610447837952,0.7354230277145966,0.7225527785529403,0.6152975309686013
29,0.7376966919908499,0.7207344151750396,0.7060047025823492,0.5966758024184527
30,0.7445476303630053,0.7177174242236947,0.7069930838724291,0.5896776735396771
31,0.7342947414343027,0.7298978008801424,0.7192799189493118,0.6064910508946171
32,0.7340106127902548,0.7243783685225474,0.715133341541203,0.597647443630946
33,0.7339809194920545,0.7280802666386471,0.7198100710323329,0.6014582098402628
34,0.7311990130296413,0.740224717538568,0.7294691543405967,0.6205237693341447
35,0.7256195459197811,0.7156012812747231,0.7056229077108364,0.5863907458300253
36,0.7310291831480696,0.7263372879994067,0.7140733879730212,0.602633838411695
37,0.7210504827188685,0.7182675132268592,0.7057387400479354,0.5924806140734424
38,0.7205539191181355,0.7206544513943829,0.710268554023615,0.5936904255464721
39,0.7183651502858451,0.7166435145124604,0.7055314730288257,0.5904254121961727
40,0.7155983603381096,0.7309489189823971,0.7179928525486362,0.6094751623336239
41,0.7139976065447355,0.7248245432407041,0.7080817058175561,0.6044316868797535
42,0.7120353603695936,0.7273130779024921,0.7214047505810645,0.5986279337072635
43,0.7130042832106986,0.7291788994511471,0.7138036352236861,0.6088977678531253
44,0.7109404044582489,0.7160694750049447,0.6997161217946066,0.5913000107694396
45,0.7121502538310721,0.7457762126681171,0.7325195142646377,0.6309214796029844
46,0.7081352767158062,0.7207413685472706,0.7079209367403276,0.5960181876163306
47,0.7005909867584705,0.7408339102056962,0.7265290868982,0.6248360429367941
48,0.7075031270926937,0.7163939657090586,0.7093689617813065,0.5845787594194556
49,0.7009430921220399,0.7175744937945016,0.7028037390853634,0.5936278184519483
50,0.6983708356843984,0.7253178463706488,0.7116676876631023,0.6032259440928989
51,0.6982656973315046,0.7374286893047864,0.7241683348454065,0.6190411150154472
52,0.6944753990528432,0.7440664556962026,0.7318594821519054,0.6277730997498289
53,0.6996001881804872,0.7341451524179193,0.7242702289209063,0.6112365484513624
54,0.6931751704517197,0.7485540848744067,0.737109202408646,0.6330185368731224
55,0.6941497460641759,0.7471004437796677,0.7375962394004878,0.6298861985238353
56,0.6924704183685653,0.7367658011520966,0.723671542972731,0.6179600065185104
57,0.689356728754145,0.7495012886916534,0.7388124668748166,0.6341019893776056
58,0.6839734642033247,0.734365342538568,0.7222027119148228,0.6136925873087747
59,0.6876959429776415,0.7365378850623022,0.7254003697609654,0.6163674197147635
60,0.6878279323511302,0.7370130321647548,0.7259100098593378,0.6164834063864331
61,0.6818339342370312,0.7366197803352452,0.7226651155914489,0.6184839998703093
62,0.683673760437585,0.739814082278481,0.7275684575843773,0.6212930440368589
63,0.6779600052519682,0.7371115382713608,0.7242693273984859,0.6183940801634737
64,0.6787117286882502,0.7503662109375,0.7387596811208593,0.6357372704213218
65,0.6768090203008119,0.7375917072537579,0.7224776569541198,0.6206819524859478
66,0.6769843444307434,0.7206930812401108,0.7076953596141078,0.596054324612797
67,0.6792531673737029,0.7358100987687896,0.7197592845615204,0.6190059593615924
68,0.670667920023837,0.7333567172666139,0.7191519740482912,0.6142132534093582
69,0.6729066021185606,0.7352039964893197,0.7188805969507568,0.6175540330697282
70,0.666052635323177,0.7445895038073576,0.7339818466749768,0.6269057142723751
71,0.6674535796442564,0.7322847390476661,0.7166193495853765,0.6138084674970918
72,0.6643974978397501,0.7479143746291534,0.7350270086703689,0.6334030978638602
73,0.6648897522307456,0.7372482879252373,0.7217745182513876,0.6199853241007309
74,0.6672478993918668,0.7532460659365111,0.7391891744801149,0.6423740176785907
75,0.664652385649846,0.7338874913469146,0.7198053212166888,0.6148377915962517
76,0.6595600180010847,0.7432981080646757,0.7295861381218622,0.6274912391039933
77,0.6589827487998187,0.7335185763202136,0.719171527059991,0.6142978089654445
78,0.6623706309957073,0.7501301825801029,0.7388517644451289,0.6355062601292013
79,0.6599395596521332,0.7421600728095332,0.7294854963960773,0.6252733830582269
80,0.6541098665763089,0.7384125914754747,0.7223184052616938,0.622092586522601
81,0.6581221788011967,0.752784052981606,0.742347926840074,0.6380707882249226
82,0.6556451721315054,0.7586658332921281,0.7482561504330366,0.6465702947030041
83,0.6503485784013855,0.7434309947339794,0.7310348406653385,0.6266415040560671
84,0.651780699637342,0.7413484597507911,0.7291248613048297,0.6234448990657939
85,0.646520142384032,0.7480692803105221,0.7350696337966017,0.6336706710927347
86,0.6489961016526882,0.7413863169996044,0.7278340985656522,0.6245414054097355
87,0.6476847490176876,0.7553583459009098,0.742946332559616,0.6435823609022792
88,0.648844629565769,0.7494873819471914,0.7364637047774732,0.635409692545714
89,0.6463885176530544,0.7462513597705697,0.7304340635892763,0.6331574921602561
90,0.6430560624662865,0.7334907628312896,0.7192718294022524,0.6140784240695178
91,0.6456695288974554,0.7325779395767406,0.7190490777760143,0.6121123828989452
92,0.6479128511582918,0.7546498745302611,0.7424668380409067,0.6422983674106424
93,0.6433195998852558,0.7524684471420094,0.7432146192387302,0.6366532969014751
94,0.643461966649332,0.742109854010087,0.7326651452741398,0.6220856405808202
95,0.6389437931332183,0.7400377490852452,0.7262279837923679,0.6229982232645828
96,0.6477320131231495,0.7293921361995649,0.7137574111738648,0.6095965782137316
97,0.6426406472208018,0.7456328959404668,0.734191228647943,0.6290286328269704
98,0.6403710405005419,0.7421600728095332,0.7265680570296231,0.6269883531143281
99,0.6398771077473747,0.7410575770124604,0.727143196119379,0.6244112176063642
