,loss,acc,f1,kappa
0,1.0451239777847807,0.6362675534018988,0.6278911016278705,0.4801064575742314
1,0.8694707601469882,0.7068724813340586,0.7099545339052682,0.5606002132169396
2,0.8072564531355462,0.7153888171232199,0.7157919499825741,0.5776325926658629
3,0.7796846028575872,0.6763255445263053,0.675655182910697,0.5274847583681112
4,0.7592258785871115,0.6436037474040743,0.6185925344080089,0.5066520488469834
5,0.7337240711488622,0.6669987545737738,0.6510187113460136,0.5322164607917056
6,0.7139461458997524,0.7274811177314082,0.7224914394599089,0.5981125043960152
7,0.6999107268341678,0.7182037739814082,0.7096662452576241,0.5891956868499282
8,0.688502694737721,0.7494120537480221,0.7396348332838891,0.6331232406521026
9,0.6836482525822964,0.7135465597804589,0.696721909770412,0.590250695262645
10,0.6509296493802933,0.75445556640625,0.7457895781590428,0.6391527433104953
11,0.6416869707247044,0.7446683086926424,0.7277837337368747,0.6323176927183161
12,0.6316095928245402,0.7127870970134493,0.6941933476241304,0.5901155511024333
13,0.6298366089926121,0.7434410384938687,0.729764523698744,0.6281150009487684
14,0.627584568205032,0.7326134790348101,0.721054426415242,0.6112070156763206
15,0.6149523035484425,0.7435453390773339,0.7306052450027559,0.6274425191760705
16,0.6124879026666601,0.7513725184187104,0.7458856076367881,0.6327309722931842
17,0.6076436882561191,0.7355601636669303,0.7221219446953657,0.6171223824008876
18,0.6024602638517923,0.7424185064774526,0.7276055390806012,0.6273055065327127
19,0.5968240583117338,0.744377812252769,0.733035610411538,0.6273027213410254
20,0.5846765571610725,0.7282525557505933,0.7137984912665539,0.6075199369974693
21,0.5757991287143941,0.7524529952037183,0.7420216459735904,0.6380231492016649
22,0.5745691105802643,0.7556828366050238,0.7433724759982139,0.6442667960016295
23,0.5723110203571776,0.7563658122774921,0.7450875950960033,0.644114114941051
24,0.5691718625776628,0.7632535137707674,0.7518420863587247,0.6540912049335028
25,0.5685285405513454,0.7654179440268988,0.7539333517811195,0.6578719802031958
26,0.5613775493458231,0.7482890841327136,0.7354447456859463,0.6339510468272738
